,dr25_kepid,dr25_kepoi_name,dr25_kepler_name,dr25_ra,dr25_ra_err,dr25_ra_str,dr25_dec,dr25_dec_err,dr25_dec_str,dr25_koi_gmag,dr25_koi_gmag_err,dr25_koi_rmag,dr25_koi_rmag_err,dr25_koi_imag,dr25_koi_imag_err,dr25_koi_zmag,dr25_koi_zmag_err,dr25_koi_jmag,dr25_koi_jmag_err,dr25_koi_hmag,dr25_koi_hmag_err,dr25_koi_kmag,dr25_koi_kmag_err,dr25_koi_kepmag,dr25_koi_kepmag_err,dr25_koi_delivname,dr25_koi_vet_stat,dr25_koi_quarters,dr25_koi_disposition,dr25_koi_pdisposition,dr25_koi_count,dr25_koi_num_transits,dr25_koi_max_sngle_ev,dr25_koi_max_mult_ev,dr25_koi_bin_oedp_sig,dr25_koi_limbdark_mod,dr25_koi_ldm_coeff4,dr25_koi_ldm_coeff3,dr25_koi_ldm_coeff2,dr25_koi_ldm_coeff1,dr25_koi_trans_mod,dr25_koi_model_snr,dr25_koi_model_dof,dr25_koi_model_chisq,dr25_koi_time0bk,dr25_koi_time0bk_err1,dr25_koi_time0bk_err2,dr25_koi_eccen,dr25_koi_eccen_err1,dr25_koi_eccen_err2,dr25_koi_longp,dr25_koi_longp_err1,dr25_koi_longp_err2,dr25_koi_prad,dr25_koi_prad_err1,dr25_koi_prad_err2,dr25_koi_sma,dr25_koi_sma_err1,dr25_koi_sma_err2,dr25_koi_impact,dr25_koi_impact_err1,dr25_koi_impact_err2,dr25_koi_duration,dr25_koi_duration_err1,dr25_koi_duration_err2,dr25_koi_ingress,dr25_koi_ingress_err1,dr25_koi_ingress_err2,dr25_koi_depth,dr25_koi_depth_err1,dr25_koi_depth_err2,dr25_koi_period,dr25_koi_period_err1,dr25_koi_period_err2,dr25_koi_ror,dr25_koi_ror_err1,dr25_koi_ror_err2,dr25_koi_dor,dr25_koi_dor_err1,dr25_koi_dor_err2,dr25_koi_incl,dr25_koi_incl_err1,dr25_koi_incl_err2,dr25_koi_teq,dr25_koi_teq_err1,dr25_koi_teq_err2,dr25_koi_steff,dr25_koi_steff_err1,dr25_koi_steff_err2,dr25_koi_slogg,dr25_koi_slogg_err1,dr25_koi_slogg_err2,dr25_koi_smet,dr25_koi_smet_err1,dr25_koi_smet_err2,dr25_koi_srad,dr25_koi_srad_err1,dr25_koi_srad_err2,dr25_koi_smass,dr25_koi_smass_err1,dr25_koi_smass_err2,dr25_koi_sage,dr25_koi_sage_err1,dr25_koi_sage_err2,dr25_koi_sparprov,dr25_koi_fwm_stat_sig,dr25_koi_fwm_sra,dr25_koi_fwm_sra_err,dr25_koi_fwm_sdec,dr25_koi_fwm_sdec_err,dr25_koi_fwm_srao,dr25_koi_fwm_srao_err,dr25_koi_fwm_sdeco,dr25_koi_fwm_sdeco_err,dr25_koi_fwm_prao,dr25_koi_fwm_prao_err,dr25_koi_fwm_pdeco,dr25_koi_fwm_pdeco_err,dr25_koi_dicco_mra,dr25_koi_dicco_mra_err,dr25_koi_dicco_mdec,dr25_koi_dicco_mdec_err,dr25_koi_dicco_msky,dr25_koi_dicco_msky_err,dr25_koi_dikco_mra,dr25_koi_dikco_mra_err,dr25_koi_dikco_mdec,dr25_koi_dikco_mdec_err,dr25_koi_dikco_msky,dr25_koi_dikco_msky_err,dr25_koi_comment,dr25_koi_vet_date,dr25_koi_tce_plnt_num,dr25_koi_tce_delivname,dr25_koi_datalink_dvs,dr25_koi_disp_prov,dr25_koi_parm_prov,dr25_koi_time0,dr25_koi_time0_err1,dr25_koi_time0_err2,dr25_koi_datalink_dvr,dr25_koi_fpflag_nt,dr25_koi_fpflag_ss,dr25_koi_fpflag_co,dr25_koi_fpflag_ec,dr25_koi_insol,dr25_koi_insol_err1,dr25_koi_insol_err2,dr25_koi_srho,dr25_koi_srho_err1,dr25_koi_srho_err2,dr25_koi_fittype,dr25_koi_score,multi_flag,b20_KIC,b20_KOI,b20_PD,b20_Radius,b20_E_Radius,b20_e_Radius,b20_a,b20_E_a,b20_e_a,b20_Flux,b20_E_Flux,b20_e_Flux,b20_ZAMSFlux,b20_Flag,b20_iso_mass,b20_iso_mass_err1,b20_iso_mass_err2,b20_iso_teff,b20_iso_teff_err1,b20_iso_teff_err2,b20_iso_logg,b20_iso_logg_err1,b20_iso_logg_err2,b20_iso_feh,b20_iso_feh_err1,b20_iso_feh_err2,b20_iso_rad,b20_iso_rad_err1,b20_iso_rad_err2,b20_iso_rho,b20_iso_rho_err1,b20_iso_rho_err2,b20_iso_lum,b20_iso_lum_err1,b20_iso_lum_err2,b20_iso_age,b20_unReAgeFlag,b20_iso_age_err1,b20_iso_age_err2,b20_iso_dis,b20_iso_dis_err1,b20_iso_dis_err2,b20_iso_avs,b20_iso_gof,b20_TAMS,b20_log10_iso_age,b20_E_log10_iso_age,b20_e_log10_iso_age,b18_KIC,b18_KOI,b18_Rp,b18_E_Rp,b18_e_Rp,b18_Fp,b18_E_Fp,b18_e_Fp,b18_Bin,cks_KOI,cks_Per,cks_E_Per,cks_e_Per,cks_Rp/R*,cks_E_Rp/R*,cks_e_Rp/R*,cks_Rp,cks_E_Rp,cks_e_Rp,cks_a,cks_E_a,cks_e_a,cks_Sinc,cks_E_Sinc,cks_e_Sinc,cks_KOI_star,cks_Teff,cks_E_Teff,cks_e_Teff,cks_[Fe/H],cks_E_[Fe/H],cks_e_[Fe/H],cks_Ksmag,cks_e_Ksmag,cks_plx,cks_e_plx,cks_R,cks_E_R,cks_e_R,cks_Miso,cks_E_Miso,cks_e_Miso,cks_Riso,cks_E_Riso,cks_e_Riso,cks_rhoiso,cks_E_rhoiso,cks_e_rhoiso,cks_logAiso,cks_E_logAiso,cks_e_logAiso,cks_plxspec,cks_E_plxspec,cks_e_plxspec,cks_r8,cks_RCF
10,5436502,K00834.04,Kepler-238 b,287.89713,0.0,19h11m35.31s,40.637821,0.0,+40d38m16.2s,15.6,,15.003,,14.862,,14.768,,13.894,0.025,13.545,0.027,13.512,0.039,15.084,,q1_q17_dr25_koi,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,5,527,3.535499,14.88052,0.5003,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.257,0.4213,Mandel and Agol (2002 ApJ 580 171),19.9,,,134.17462,0.00398,-0.00398,0.0,,,,,,1.62,0.28,-0.32,0.0329,,,0.746,0.053,-0.521,3.388,0.106,-0.106,,,,115.9,6.4,-6.4,2.090811305,9.571e-06,-9.571e-06,0.010686,0.002185,-0.000966,3.32,1.5,-1.5,77.03,,,1642.0,,,5739.0,114.0,-103.0,4.191,0.162,-0.108,0.3,0.1,-0.15,1.384,0.242,-0.266,1.083,0.1,-0.075,,,,q1_q17_dr25_stellar,0.007,19.193111,1.8e-05,40.63765,0.00018,-1.22,0.74,-0.61,0.65,0.000137,8.1e-05,7.2e-05,7.2e-05,-0.03,0.91,0.82,0.34,0.82,0.33,-0.06,0.4,0.85,0.3,0.85,0.3,NO_COMMENT,2017-08-31,5,q1_q17_dr25_tce,005/005436/005436502/dv/kplr005436502-005-20160209194854_dvs.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454967.175,0.00398,-0.00398,005/005436/005436502/dv/kplr005436502-20160209194854_dvr.pdf,0,0,0,0,1718.04,847.46,-675.28,0.1588,0.28474,-0.11107,LS+MCMC,1.0,5.0,5436502.0,K00834.04,CONFIRMED,1.87,0.39,0.19,0.0345,0.0005,0.0009,2255.8,253.57,252.58,1226.41,,1.2570000000000001,0.053,-0.094,5825.1,113.0,-95.4,4.119,0.039,-0.044000000000000004,0.304,0.11699999999999999,-0.13,1.604,0.07400000000000001,-0.073,-0.53,-1.3730000000000002,-1.419,0.43,-0.534,-0.569,4.1,,1.92,-0.86,1778.7,78.0,-82.7,0.248,1.0,5.2,9.612783856719735,0.1668126345380898,0.10223884651312254,5436502.0,K00834.04,1.905,0.407,0.204,2500.588,231.349,207.679,0.0,K00834.04,2.09081565,1.034e-05,1.034e-05,0.00999,0.000558,0.00024,1.706,0.105,0.105,0.03429,0.00045,0.00045,2116.5,225.0,225.0,K00834,5800.0,60.0,60.0,0.34,0.04,0.04,13.512,0.039,0.58,0.022,1.567,0.076,0.072,1.229,0.035,0.062,1.551,0.059,0.059,0.32,0.04,0.03,9.68,0.12,0.06,0.563,0.069,0.078,1.0,
157,10928043,K01315.01,,295.29385,0.0,19h41m10.52s,48.374802,0.0,+48d22m29.3s,13.463,,13.082,,12.998,,12.954,,12.13,0.02,11.898,0.019,11.837,0.022,13.137,,q1_q17_dr25_koi,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,192,4.7668767,29.791174,0.1345,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,Mandel and Agol (2002 ApJ 580 171),36.3,,,133.76181,0.00237,-0.00237,0.0,,,,,,1.9,0.35,-0.28,0.0732,,,0.9,0.011,-0.627,3.4919,0.0593,-0.0593,,,,149.7,4.6,-4.6,6.84639884,1.924e-05,-1.924e-05,0.013285,8.4e-05,-0.001997,7.03,3.4,-3.4,82.65,,,1132.0,,,6065.0,121.0,-133.0,4.251,0.125,-0.125,0.07,0.15,-0.15,1.31,0.238,-0.194,1.115,0.104,-0.083,,,,q1_q17_dr25_stellar,0.0,19.6862731,7.8e-06,48.37475,0.00026,0.61,0.28,-0.17,0.92,-0.000115,4.2e-05,-0.00033,0.00014,0.25,0.13,12.5,1.8,12.5,1.8,0.2,0.15,0.3,1.6,0.3,1.4,CENT_KIC_POS,2017-08-31,1,q1_q17_dr25_tce,010/010928/010928043/dv/kplr010928043-001-20160209194854_dvs.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454966.762,0.00237,-0.00237,010/010928/010928043/dv/kplr010928043-20160209194854_dvr.pdf,0,0,0,0,387.84,198.25,-130.26,0.14035,1.15364,-0.00629,LS+MCMC,1.0,1.0,10928043.0,K01315.01,CANDIDATE,1.71,0.04,0.26,0.0747,0.0008,0.0011,357.62,24.05,25.0,288.57,AO,1.1840000000000002,0.038,-0.052000000000000005,6303.9,111.9,-102.2,4.3660000000000005,0.02,-0.027000000000000003,-0.022000000000000002,0.122,-0.11900000000000001,1.18,0.023,-0.022000000000000002,-0.145,-1.358,-1.265,0.3,-0.8959999999999999,-0.898,1.06,,1.14,-0.69,628.8,11.8,-10.4,0.217,1.0,5.21,9.02530586526477,0.3171168155574371,0.45710414119777454,10928043.0,K01315.01,1.743,0.076,0.271,330.546,8.71,8.497,0.0,K01315.01,6.84638908,1.686e-05,1.686e-05,0.011514,0.000327,0.000234,1.488,0.051,0.051,0.07308,0.00065,0.00065,321.2,20.4,20.4,K01315,6079.0,60.0,60.0,0.05,0.04,0.04,11.837,0.022,1.613,0.013,1.184,0.028,0.027,1.109,0.028,0.031,1.176,0.014,0.008,0.68,0.02,0.03,9.52,0.12,0.14,1.595,0.133,0.206,1.0,1.0079
158,10794087,K01316.01,,290.55237,0.0,19h22m12.57s,48.126263,0.0,+48d07m34.5s,12.474,,11.865,,11.694,,,,10.894,0.021,10.606,0.03,10.562,0.025,11.926,,q1_q17_dr25_koi,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,173,4.336284,20.20837,0.9844,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.257,0.4213,Mandel and Agol (2002 ApJ 580 171),28.5,,,138.33113,0.00477,-0.00477,0.0,,,,,,1.43,0.23,-0.31,0.0822,,,0.898,0.021,-0.658,6.625,0.11,-0.11,,,,55.4,2.0,-2.0,7.64970832,4.366e-05,-4.366e-05,0.00812,0.000257,-0.001264,4.15,2.1,-2.1,77.52,,,1144.0,,,5855.0,105.0,-117.0,4.125,0.168,-0.112,0.4,0.05,-0.15,1.613,0.255,-0.351,1.266,0.098,-0.147,,,,q1_q17_dr25_stellar,0.304,19.3701479,9.8e-06,48.12623,0.00011,-0.35,0.35,-0.13,0.39,2e-05,1.8e-05,8e-06,2e-05,0.24,0.23,0.08,0.28,0.25,0.24,0.26,0.23,0.17,0.26,0.31,0.24,NO_COMMENT,2017-08-31,1,q1_q17_dr25_tce,010/010794/010794087/dv/kplr010794087-001-20160209194854_dvs.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454971.331,0.00477,-0.00477,010/010794/010794087/dv/kplr010794087-20160209194854_dvr.pdf,0,0,0,0,404.99,178.19,-176.31,0.02318,0.17301,-0.00606,LS+MCMC,0.997,1.0,10794087.0,K01316.01,CANDIDATE,1.65,0.07,0.26,0.0843,0.001,0.0023,544.56,40.38,44.35,288.47,AO,1.368,0.047,-0.11,5929.3,109.4,-97.9,4.031000000000001,0.026000000000000002,-0.037000000000000005,0.317,0.12,-0.132,1.858,0.045,-0.04,-0.679,-1.7619999999999998,-1.703,0.588,-0.563,-0.624,3.13,,1.44,-0.5,537.0,11.2,-10.5,0.155,1.0,3.92,9.495544337546448,0.1643718625234012,0.07558858905669119,10794087.0,K01316.01,1.668,0.091,0.269,549.843,17.929,17.235,0.0,K01316.01,7.64972303,4.723e-05,4.723e-05,0.008064,0.000322,0.001406,1.639,0.18,0.18,0.084,0.00132,0.00132,515.0,37.8,37.8,K01316,5847.0,60.0,60.0,0.32,0.04,0.04,10.562,0.025,1.88,0.021,1.861,0.049,0.048,1.35,0.024,0.102,1.848,0.024,0.024,0.21,0.01,0.02,9.57,0.14,0.04,1.894,0.236,0.253,1.003,1.0085
176,4466677,K01338.02,,292.27612,0.0,19h29m06.27s,39.550179,0.0,+39d33m00.6s,15.129,,14.564,,14.385,,14.288,,13.391,0.021,13.04,0.025,13.053,0.033,14.609,,q1_q17_dr25_koi,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,3,30,4.255258,12.082628,0.6855,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,Mandel and Agol (2002 ApJ 580 171),14.7,,,178.25006,0.00748,-0.00748,0.0,,,,,,1.66,0.45,-0.24,0.2285,,,0.672,0.002,-0.517,6.282,0.22,-0.22,,,,266.8,18.3,-18.3,42.0370662,0.0004278,-0.0004278,0.015824,0.003748,-0.00108,38.9,16.1,-16.1,89.01,,,527.0,,,5823.0,157.0,-174.0,4.427,0.101,-0.188,-0.24,0.3,-0.3,0.96,0.261,-0.14,0.899,0.121,-0.088,,,,q1_q17_dr25_stellar,0.307,19.48505,2.7e-05,39.55039,0.0003,-1.0,1.1,0.8,1.1,0.00022,0.0003,-0.00019,0.00029,0.32,0.75,-0.31,0.79,0.44,0.65,0.22,0.82,-0.31,0.88,0.38,0.76,NO_COMMENT,2017-08-31,2,q1_q17_dr25_tce,004/004466/004466677/dv/kplr004466677-002-20160209194854_dvs.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2455011.25,0.00748,-0.00748,004/004466/004466677/dv/kplr004466677-20160209194854_dvr.pdf,0,0,0,0,18.16,14.52,-6.42,0.63162,0.78598,-0.57089,LS+MCMC,0.999,3.0,4466677.0,K01338.02,CANDIDATE,1.67,0.4,0.12,0.2367,0.0032,0.0046,18.77,1.61,1.53,15.48,,1.001,0.04,-0.057999999999999996,5941.9,109.1,-103.3,4.467,0.022000000000000002,-0.034,-0.13699999999999998,0.131,-0.155,0.965,0.025,-0.024,0.042,-1.0859999999999999,-1.012,0.022000000000000002,-1.0659999999999998,-1.124,1.88,,2.57,-1.31,862.2,22.2,-20.9,0.434,1.0,9.04,9.27415784926368,0.3742021617172515,0.518282993591189,4466677.0,K01338.02,1.704,0.411,0.139,17.399,0.78,0.741,0.0,K01338.02,42.036634,0.0003941,0.0003941,0.016953,0.000248,0.001084,1.789,0.089,0.089,0.22595,0.00262,0.00262,17.1,1.3,1.3,K01338,5680.0,60.0,60.0,-0.16,0.04,0.04,13.053,0.033,1.187,0.018,0.967,0.03,0.029,0.87,0.032,0.028,0.952,0.016,0.015,1.0,0.07,0.07,9.97,0.09,0.13,1.177,0.095,0.126,1.054,
200,9579641,K00115.02,Kepler-105 c,287.88733,0.0,19h11m32.96s,46.276241,0.0,+46d16m34.5s,13.111,,12.732,,12.654,,12.648,,11.811,0.021,11.555,0.02,11.503,0.013,12.791,,q1_q17_dr25_koi,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,3,181,6.1814723,39.793564,0.7788,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,Mandel and Agol (2002 ApJ 580 171),47.1,,,139.00492,0.00159,-0.00159,0.0,,,,,,1.79,0.26,-0.23,0.0711,,,0.898,0.013,-0.699,3.0014,0.0384,-0.0384,,,,192.4,4.4,-4.4,7.12594387,1.406e-05,-1.406e-05,0.01512,0.000323,-0.002193,8.62,4.2,-4.2,84.02,,,997.0,,,5779.0,104.0,-115.0,4.339,0.132,-0.108,-0.06,0.15,-0.15,1.087,0.157,-0.142,0.941,0.074,-0.054,,,,q1_q17_dr25_stellar,0.009,19.1924958,6.9e-06,46.276037,7e-05,0.29,0.26,-0.73,0.25,-6.9e-05,4.8e-05,6.1e-05,4.6e-05,0.03,0.23,0.04,0.2,0.06,0.21,-0.09,0.24,-0.21,0.2,0.23,0.2,NO_COMMENT,2017-08-31,2,q1_q17_dr25_tce,009/009579/009579641/dv/kplr009579641-002-20160209194854_dvs.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454972.005,0.00159,-0.00159,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,0,0,0,0,233.31,94.86,-70.6,0.23879,1.86455,-0.04686,LS+MCMC,1.0,3.0,9579641.0,K00115.02,CONFIRMED,1.69,0.05,0.25,0.0731,0.0011,0.0014,232.93,17.53,17.39,180.84,AO,1.0270000000000001,0.047,-0.06,6023.5,104.6,-103.0,4.428999999999999,0.026000000000000002,-0.035,-0.133,0.124,-0.131,1.023,0.021,-0.02,-0.021,-1.1320000000000001,-1.062,0.095,-1.068,-1.101,2.35,,2.48,-1.54,458.8,8.6,-8.6,0.062,1.0,8.2,9.371067862271737,0.3128792684797759,0.4625828433930863,9579641.0,K00115.02,1.71,0.082,0.258,236.167,6.328,6.152,0.0,K00115.02,7.12594591,1.25e-05,1.25e-05,0.012899,0.000299,0.000187,1.445,0.044,0.044,0.07229,0.00081,0.00081,224.4,15.0,15.0,K00115,5933.0,60.0,60.0,-0.09,0.04,0.04,11.503,0.013,2.202,0.026,1.026,0.025,0.024,0.991,0.032,0.033,1.023,0.013,0.015,0.92,0.06,0.06,9.63,0.14,0.2,2.202,0.147,0.212,1.004,1.0002
222,3632418,K00975.01,Kepler-21 A b,287.36182,0.0,19h09m26.84s,38.714016,0.0,+38d42m50.5s,8.738,,8.259,,,,,,7.229,0.032,7.031,0.022,6.945,0.018,8.224,,q1_q17_dr25_koi,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1,486,12.460802,47.588837,0.3936,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.303,0.3166,Mandel and Agol (2002 ApJ 580 171),53.6,,,260.83731,0.00138,-0.00138,0.0,,,,,,1.69,0.11,-0.09,0.0408,,,0.893,0.005,-0.644,3.5599,0.0416,-0.0416,,,,68.9,1.5,-1.5,2.785821236,5.258e-06,-5.258e-06,0.008919,6.3e-05,-0.001163,2.95,1.4,-1.4,72.39,,,1784.0,,,6202.0,74.0,-83.0,4.026,0.033,-0.027,-0.1,0.15,-0.15,1.733,0.118,-0.095,1.162,0.147,-0.079,,,,q1_q17_dr25_stellar,0.0,19.157345,1.2e-05,38.713073,9.9e-05,-4.6,0.5,-3.4,0.36,0.000154,3.4e-05,0.000133,2.4e-05,-3.5,1.2,-6.7,1.4,7.5,1.4,-3.1,1.2,-4.1,1.3,5.1,1.4,CENT_SATURATED,2017-08-31,1,q1_q17_dr25_tce,003/003632/003632418/dv/kplr003632418-001-20160209194854_dvs.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2455093.837,0.00138,-0.00138,003/003632/003632418/dv/kplr003632418-20160209194854_dvr.pdf,0,0,0,0,2388.98,468.82,-366.72,0.06279,0.38585,-0.00178,LS+MCMC,1.0,1.0,3632418.0,K00975.01,CONFIRMED,1.94,0.04,0.26,0.0409,0.0007,0.0007,2499.98,190.21,172.47,947.2,AO,1.18,0.064,-0.064,5842.0,111.5,-112.6,3.906,0.034,-0.031,-0.024,0.14800000000000002,-0.147,1.9969999999999999,0.039,-0.039,-0.8320000000000001,-1.854,-1.875,0.622,-0.552,-0.609,5.12,,0.7,-0.66,108.2,1.8,-1.7,0.0,1.0,5.26,9.709269960975831,0.05565302367405778,0.059935102263690254,3632418.0,K00975.01,1.894,0.08,0.258,3021.187,54.671,53.833,0.0,K00975.01,2.785821693,3.78e-06,3.78e-06,0.007805,2.7e-05,0.000243,1.654,0.046,0.046,0.04171,0.00074,0.00074,2871.7,196.8,196.8,K00975,6202.0,60.0,60.0,-0.04,0.04,0.04,6.945,0.018,9.239,0.032,1.94,0.042,0.041,1.245,0.102,0.032,1.941,0.011,0.013,0.17,0.01,0.01,9.6,0.04,0.14,11.491,1.456,1.583,1.0,1.0019
265,2854698,K00986.01,Kepler-260 b,291.92596,0.0,19h27m42.23s,38.014118,0.0,+38d00m50.8s,14.675,,14.07,,13.908,,13.86,,12.9,0.023,12.54,0.022,12.494,0.026,14.138,,q1_q17_dr25_koi,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,2,166,7.3134766,40.58191,0.7151,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,Mandel and Agol (2002 ApJ 580 171),38.4,,,260.86931,0.00172,-0.00172,0.0,,,,,,1.92,0.13,-0.14,0.0745,,,0.377,0.07,-0.377,3.0472,0.0596,-0.0596,,,,517.6,14.7,-14.7,8.18739443,1.944e-05,-1.944e-05,0.020743,0.000388,-0.000741,19.48,7.0,-7.0,88.89,,,782.0,,,5251.0,105.0,-105.0,4.494,0.072,-0.048,0.0,0.15,-0.15,0.849,0.056,-0.063,0.821,0.057,-0.036,,,,q1_q17_dr25_stellar,0.038,19.4617354,5.7e-06,38.014036,7.1e-05,0.18,0.24,-0.3,0.26,-0.00012,0.00013,-0.00014,0.00014,0.04,0.13,0.17,0.13,0.18,0.13,-0.05,0.13,-0.02,0.13,0.05,0.14,NO_COMMENT,2017-08-31,1,q1_q17_dr25_tce,002/002854/002854698/dv/kplr002854698-001-20160209194854_dvs.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2455093.869,0.00172,-0.00172,002/002854/002854698/dv/kplr002854698-20160209194854_dvr.pdf,0,0,0,0,88.36,20.32,-18.5,2.08567,0.74714,-0.24631,LS+MCMC,1.0,2.0,2854698.0,K00986.01,CONFIRMED,2.11,0.06,0.09,0.0793,0.001,0.0013,117.98,8.93,8.52,95.57,AO,0.992,0.036000000000000004,-0.048,5542.4,87.4,-84.5,4.495,0.019,-0.027999999999999997,0.175,0.113,-0.11599999999999999,0.9329999999999999,0.019,-0.019,0.085,-1.129,-1.042,-0.13,-1.274,-1.32,2.22,,2.93,-1.55,629.0,13.2,-12.8,0.19399999999999998,1.0,11.39,9.346352974450639,0.3654542545905528,0.520278171749812,2854698.0,K00986.01,2.108,0.102,0.116,132.134,4.492,4.31,0.0,K00986.01,8.1874109,1.618e-05,1.618e-05,0.02301,0.000251,0.00148,2.303,0.106,0.106,0.07988,0.00053,0.00053,111.4,7.9,7.9,K00986,5541.0,60.0,60.0,0.29,0.04,0.04,12.494,0.026,1.618,0.018,0.917,0.025,0.025,1.013,0.021,0.018,0.923,0.009,0.009,1.29,0.04,0.05,9.06,0.36,0.51,1.501,0.069,0.104,1.029,1.0138
308,1432789,K00992.02,,291.49942,0.0,19h25m59.86s,37.05928,0.0,+37d03m33.4s,15.743,,15.17,,14.988,,14.927,,13.998,0.027,13.664,0.027,13.621,0.048,15.214,,q1_q17_dr25_koi,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,2,275,2.9825373,8.890821,0.1517,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,Mandel and Agol (2002 ApJ 580 171),11.4,,,132.2982,0.0109,-0.0109,0.0,,,,,,1.44,0.23,-0.21,0.0546,,,0.232,0.23,-0.232,3.987,0.289,-0.289,,,,140.7,13.6,-13.6,4.57834367,6.382e-05,-6.382e-05,0.010812,0.000497,-0.000856,8.653,0.668,-0.668,88.47,,,1206.0,,,5782.0,78.0,-78.0,4.28,0.137,-0.112,0.16,0.15,-0.15,1.22,0.196,-0.176,1.035,0.079,-0.063,,,,q1_q17_dr25_stellar,0.002,19.433259,3.6e-05,37.0583,0.0004,-1.6,1.5,-3.5,1.4,0.00024,0.0002,0.0003,0.00019,0.5,1.1,-1.54,0.8,1.61,0.73,0.5,1.0,-1.47,0.76,1.57,0.68,NO_COMMENT,2017-08-31,2,q1_q17_dr25_tce,001/001432/001432789/dv/kplr001432789-002-20160209194854_dvs.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454965.298,0.0109,-0.0109,001/001432/001432789/dv/kplr001432789-20160209194854_dvr.pdf,0,0,0,0,499.41,210.4,-153.04,0.58469,0.04511,-0.31824,LS+MCMC,0.961,2.0,1432789.0,K00992.02,CANDIDATE,1.79,0.12,0.17,0.0562,0.0015,0.0014,729.51,94.85,85.11,336.6,,1.1320000000000001,0.08900000000000001,-0.083,5769.6,102.6,-102.9,4.127,0.046,-0.055,0.188,0.134,-0.155,1.515,0.078,-0.07400000000000001,-0.49700000000000005,-1.2770000000000001,-1.32,0.363,-0.561,-0.612,6.26,,2.09,-1.93,1749.9,88.1,-85.3,0.27899999999999997,1.0,7.0,9.79657433321043,0.12511214227317247,0.16008643685706403,1432789.0,K00992.02,1.824,0.146,0.182,803.271,82.677,73.501,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
