mean,-0.0028034486249359685
u_quadlimbdark__,[0.31601906 0.32899093]
sigma_log__,-3.2528297861189928
log_sigma_gp,-2.149944690043366
log_rho_gp,-0.0771078934854801
log_ror,[-4.62948973]
log_period,[4.47184335]
t0,[201.15566983]
log_dur,[-2.48992178]
b_impact__,[-0.11946107]
u,[ 0.88447758 -0.12398185]
sigma,0.03866464021619889
ror,[0.00975974]
period,[87.51790044]
dur,[0.08291645]
b,[0.47475894]
rho_circ,[66.29438918]
