mean,-0.04358223273371737
u_quadlimbdark__,[0.3017844  1.24825022]
sigma_log__,-1.7717550325701026
log_sigma_gp,-0.13008023308721725
log_rho_gp,2.4862032914982155
log_ror,[-3.96923857]
log_period,[2.45178944]
t0,[133.99239714]
log_dur,[-2.50083875]
b_impact__,[-0.40700023]
u,[ 1.17824969 -0.42004215]
sigma,0.1700343110535308
ror,[0.01888781]
period,[11.60910197]
dur,[0.08201618]
b,[0.40717979]
rho_circ,[10.46363807]
