mean,0.04346107353823401
u_quadlimbdark__,[-0.17848059  0.05479748]
sigma_log__,-2.7356386069733176
log_sigma_gp,2.380380000348566
log_rho_gp,2.303110163545638
log_ror,[-4.82108173]
log_period,[2.72021034]
t0,[144.74817082]
log_dur,[0.83448879]
b_impact__,[-0.42934222]
u,[ 0.69339281 -0.01848694]
sigma,0.06485257856809007
ror,[0.00805807]
period,[15.18351558]
dur,[2.30363612]
b,[0.39746058]
rho_circ,[0.00071513]
