mean,-0.0013052542715209896
u_quadlimbdark__,[-0.9604717  -0.39832448]
sigma_log__,-2.238308505918957
log_sigma_gp,-1.7195024271045731
log_rho_gp,1.1883152297817035
log_ror,[-4.04319118]
log_period,[2.63758842]
t0,[142.3383021]
log_dur,[-3.12868003]
b_impact__,[-0.2279641]
u,[0.42268644 0.10341599]
sigma,0.10663873069218657
ror,[0.01754141]
period,[13.97945037]
dur,[0.04377554]
b,[0.45102981]
rho_circ,[77.1571131]
