mean,0.011848811584609946
u_quadlimbdark__,[-0.57812737 -0.01421554]
sigma_log__,-1.9123650232314024
log_sigma_gp,-1.1681491156554658
log_rho_gp,2.0770676993206125
log_ror,[-4.12849403]
log_period,[2.14088566]
t0,[134.64540024]
log_dur,[-2.12446925]
b_impact__,[-0.1736347]
u,[0.59520861 0.00426082]
sigma,0.1477305868463612
ror,[0.01610712]
period,[8.50696856]
dur,[0.11949637]
b,[0.46405618]
rho_circ,[2.25055203]
