mean,-0.0009584960426834966
u_quadlimbdark__,[-1.21662376 -0.38319868]
sigma_log__,-2.062754905452456
log_sigma_gp,-1.02675969612734
log_rho_gp,2.129569605387672
log_ror,[-4.42500055]
log_period,[3.48269881]
t0,[133.67372584]
log_dur,[-1.2487203]
b_impact__,[0.11884477]
u,[0.38755998 0.09048934]
sigma,0.12710332947059416
ror,[0.0119742]
period,[32.54744296]
dur,[0.28687167]
b,[0.53601872]
rho_circ,[0.53236113]
