mean,-0.00082321348463967
u_quadlimbdark__,[-0.6243428  -0.43630682]
sigma_log__,-2.753246411375871
log_sigma_gp,-2.0261299093807486
log_rho_gp,1.3200726685738753
log_ror,[-4.62935965]
log_period,[1.52494608]
t0,[133.83966319]
log_dur,[-2.11985056]
b_impact__,[-0.22732238]
u,[0.46375503 0.12683315]
sigma,0.06372066158043918
ror,[0.00976101]
period,[4.59489579]
dur,[0.12004957]
b,[0.44774103]
rho_circ,[1.20825225]
