mean,0.0042509598065745115
u_quadlimbdark__,[-0.84295012 -0.40856976]
sigma_log__,-1.9946438870930587
log_sigma_gp,-2.0550555937031505
log_rho_gp,2.2143069391263945
log_ror,[-4.48739397]
log_period,[2.86825564]
t0,[147.18952948]
log_dur,[-1.4460835]
b_impact__,[0.07890063]
u,[0.43802767 0.11052845]
sigma,0.13606209901002322
ror,[0.01124992]
period,[17.60627975]
dur,[0.23549078]
b,[0.52556168]
rho_circ,[0.53138608]
