mean,0.0007888117929363066
u_quadlimbdark__,[-0.13122812 -0.03782762]
sigma_log__,-2.217381948993331
log_sigma_gp,-1.8490695324383084
log_rho_gp,0.8773532834035596
log_ror,[-4.21582057]
log_period,[1.85987645]
t0,[135.55304679]
log_dur,[-3.04153087]
b_impact__,[-0.15550914]
u,[0.67062255 0.01292698]
sigma,0.1088938255504803
ror,[0.01476021]
period,[6.42294316]
dur,[0.04776172]
b,[0.46800829]
rho_circ,[26.2659209]
