mean,-0.2236302252438113
u_quadlimbdark__,[0.05845716 0.14388682]
sigma_log__,-0.9150968978623374
log_sigma_gp,1.9544357576804499
log_rho_gp,3.3569514289172937
log_ror,[-3.67342348]
log_period,[2.45156781]
t0,[134.41691375]
log_dur,[-2.3703477]
b_impact__,[-0.16540345]
u,[ 0.76888402 -0.05152071]
sigma,0.4004778187661238
ror,[0.0253894]
period,[11.60652934]
dur,[0.09344823]
b,[0.47039037]
rho_circ,[6.5670038]
