mean,0.022834628745999314
u_quadlimbdark__,[0.69200996 1.26155927]
sigma_log__,-0.89479764507523
log_sigma_gp,3.0218484195048316
log_rho_gp,3.997796407056539
log_ror,[-3.78762021]
log_period,[2.20091229]
t0,[137.17766599]
log_dur,[-2.07012671]
b_impact__,[-0.30193272]
u,[ 1.27234117 -0.45599939]
sigma,0.40869029076702923
ror,[0.02264944]
period,[9.03325069]
dur,[0.12616979]
b,[0.43471302]
rho_circ,[2.17975466]
