mean,0.018082486685072445
u_quadlimbdark__,[-0.55788944 -0.30773327]
sigma_log__,-1.411651046096395
log_sigma_gp,-2.4114042575523373
log_rho_gp,1.314836355544808
log_ror,[-4.2262357]
log_period,[2.37007952]
t0,[140.67875524]
log_dur,[-2.00179782]
b_impact__,[-0.04613585]
u,[0.51124363 0.09211028]
sigma,0.24374052391734974
ror,[0.01460727]
period,[10.69824302]
dur,[0.13509219]
b,[0.49560327]
rho_circ,[1.83986133]
