mean,0.020365624193115
u_quadlimbdark__,[-0.27080755 -0.19983518]
sigma_log__,-1.405653000964759
log_sigma_gp,-2.009836981287671
log_rho_gp,1.6845011859797914
log_ror,[-4.08966428]
log_period,[1.52546161]
t0,[136.47852051]
log_dur,[-2.08413627]
b_impact__,[0.0737452]
u,[0.59229755 0.06550854]
sigma,0.24520688383047262
ror,[0.01674485]
period,[4.59726524]
dur,[0.12441453]
b,[0.52710895]
rho_circ,[0.96446835]
