mean,0.0016606061728098372
u_quadlimbdark__,[-0.31683958 -0.06470114]
sigma_log__,-2.7176312517219836
log_sigma_gp,-2.039531892993925
log_rho_gp,-0.14276975473804662
log_ror,[-4.58713706]
log_period,[3.38390362]
t0,[151.86629798]
log_dur,[-1.71067982]
b_impact__,[-0.00353855]
u,[0.62819454 0.02099431]
sigma,0.06603098009410784
ror,[0.01018197]
period,[29.48564747]
dur,[0.18074288]
b,[0.50419734]
rho_circ,[2.04425016]
