mean,0.009710952202480092
u_quadlimbdark__,[-0.74341135 -0.09854703]
sigma_log__,-2.165688859234781
log_sigma_gp,-2.332292017043767
log_rho_gp,0.9509323579508968
log_ror,[-4.76825844]
log_period,[1.76368505]
t0,[132.63938472]
log_dur,[-1.64243889]
b_impact__,[-0.02348666]
u,[0.53972939 0.02794889]
sigma,0.11467091526486407
ror,[0.00849516]
period,[5.83389603]
dur,[0.19350752]
b,[0.49832631]
rho_circ,[0.33461754]
