mean,-0.15010335945501643
u_quadlimbdark__,[-0.13415974  0.24266595]
sigma_log__,-1.23282204948195
log_sigma_gp,1.0486998615576404
log_rho_gp,2.718477547313852
log_ror,[-3.95308778]
log_period,[2.27765195]
t0,[134.0595692]
log_dur,[-2.28646266]
b_impact__,[-0.33689567]
u,[ 0.7654836  -0.08246802]
sigma,0.2914688763730224
ror,[0.01919534]
period,[9.75375117]
dur,[0.10162531]
b,[0.42455983]
rho_circ,[4.51388035]
