mean,-0.014314434550523735
u_quadlimbdark__,[-0.89368318 -0.66518533]
sigma_log__,-2.63222810017852
log_sigma_gp,-0.8428690021801424
log_rho_gp,1.692954375678336
log_ror,[-4.18793656]
log_period,[2.71707024]
t0,[146.58321323]
log_dur,[-2.40552176]
b_impact__,[-0.14945022]
u,[0.36595514 0.17288652]
sigma,0.07191804298563356
ror,[0.01517757]
period,[15.13591269]
dur,[0.09021841]
b,[0.4697296]
rho_circ,[9.16914224]
