mean,-0.008416471083111964
u_quadlimbdark__,[ 0.36758691 -0.42996662]
sigma_log__,-2.14550731822914
log_sigma_gp,-0.6689533626928673
log_rho_gp,2.0921616843388295
log_ror,[-3.70135106]
log_period,[3.0109413]
t0,[172.65925982]
log_dur,[-2.13451345]
b_impact__,[-0.0240037]
u,[0.60592981 0.16275463]
sigma,0.11700866135734184
ror,[0.02469015]
period,[20.30650537]
dur,[0.11830214]
b,[0.50619628]
rho_circ,[5.29320605]
