mean,-0.008155032385564193
u_quadlimbdark__,[-0.5952248  -0.59292728]
sigma_log__,-0.9737710228286113
log_sigma_gp,0.09301041453952681
log_rho_gp,2.347037887788831
log_ror,[-3.4097588]
log_period,[1.2100733]
t0,[134.86969415]
log_dur,[-2.76774237]
b_impact__,[-0.23709502]
u,[0.42444041 0.17174492]
sigma,0.3776561993244521
ror,[0.03304917]
period,[3.35373047]
dur,[0.06280363]
b,[0.45557712]
rho_circ,[6.60286356]
