mean,-1.2265511435246688
u_quadlimbdark__,[-0.19871594 -0.36470709]
sigma_log__,-1.1623746559569157
log_sigma_gp,2.7832460265634222
log_rho_gp,4.046635439026161
log_ror,[-3.96982443]
log_period,[1.75433046]
t0,[136.52937384]
log_dur,[-2.38977203]
b_impact__,[-0.07430798]
u,[0.55012754 0.1210534 ]
sigma,0.3127426422294083
ror,[0.01887675]
period,[5.7795768]
dur,[0.09165057]
b,[0.49051941]
rho_circ,[3.26965113]
