mean,-0.15968522070269447
u_quadlimbdark__,[0.98373092 1.09681421]
sigma_log__,-1.0098727154456983
log_sigma_gp,0.5977187032561087
log_rho_gp,1.3822572691883448
log_ror,[-3.45036286]
log_period,[2.16929214]
t0,[170.63748416]
log_dur,[-2.21392608]
b_impact__,[-0.24441918]
u,[ 1.27913451 -0.4259945 ]
sigma,0.36426534197255245
ror,[0.03173412]
period,[8.75208659]
dur,[0.1092708]
b,[0.45313515]
rho_circ,[3.26332101]
