mean,0.01459050869709536
u_quadlimbdark__,[-0.07647871 -0.1138539 ]
sigma_log__,-1.4926159068720282
log_sigma_gp,-1.1859969477872547
log_rho_gp,2.0596416072910992
log_ror,[-3.89020291]
log_period,[2.07572715]
t0,[136.55789167]
log_dur,[-2.17211911]
b_impact__,[-0.16976998]
u,[0.65402798 0.03943409]
sigma,0.2247838720981232
ror,[0.0204412]
period,[7.97033995]
dur,[0.11393592]
b,[0.46701425]
rho_circ,[2.45994457]
