mean,-0.015496807291219045
u_quadlimbdark__,[-0.93857932 -0.48693612]
sigma_log__,-2.095704183183288
log_sigma_gp,0.39743285420339125
log_rho_gp,1.5767229563742735
log_ror,[-4.38022528]
log_period,[1.94820147]
t0,[133.95382628]
log_dur,[-1.88654074]
b_impact__,[0.03681646]
u,[0.40365888 0.12661218]
sigma,0.12298361016452657
ror,[0.01252254]
period,[7.0160576]
dur,[0.15159531]
b,[0.51557959]
rho_circ,[0.81688609]
