mean,-0.4215233744519439
u_quadlimbdark__,[0.18951841 0.2742722 ]
sigma_log__,-0.9060652800735196
log_sigma_gp,1.348424287656085
log_rho_gp,2.639617092345716
log_ror,[-4.24593316]
log_period,[0.88941476]
t0,[133.83727047]
log_dur,[-3.18523548]
b_impact__,[-0.10114175]
u,[ 0.84057156 -0.10081599]
sigma,0.40411116415386933
ror,[0.01432236]
period,[2.43370492]
dur,[0.0413685]
b,[0.48153544]
rho_circ,[14.96138023]
