mean,0.013912337813065404
u_quadlimbdark__,[-0.50832789 -0.4178125 ]
sigma_log__,-1.4368512999225331
log_sigma_gp,-2.547868633577748
log_rho_gp,1.44057424022585
log_ror,[-3.84230386]
log_period,[2.97292216]
t0,[149.78857902]
log_dur,[-2.64574963]
b_impact__,[-0.12884399]
u,[0.48665262 0.12619776]
sigma,0.23767494885579413
ror,[0.02144414]
period,[19.54896148]
dur,[0.07095215]
b,[0.47786578]
rho_circ,[24.56957877]
