mean,0.0049803177536311746
u_quadlimbdark__,[0.39428621 0.48960413]
sigma_log__,-2.5404524091386183
log_sigma_gp,-2.934311672894329
log_rho_gp,2.0311662120019616
log_ror,[-4.53360004]
log_period,[3.13210291]
t0,[133.66675149]
log_dur,[-1.05734465]
b_impact__,[-0.14263665]
u,[ 0.95836797 -0.18550699]
sigma,0.07883072798041463
ror,[0.01074194]
period,[22.92213196]
dur,[0.34737699]
b,[0.46938974]
rho_circ,[0.23977747]
