mean,0.0016545105202570107
u_quadlimbdark__,[ 0.13432986 -0.45502728]
sigma_log__,-2.9484674146971246
log_sigma_gp,-2.950113274156852
log_rho_gp,1.2492450278990443
log_ror,[-4.62675658]
log_period,[2.66912409]
t0,[138.8416081]
log_dur,[-1.78213062]
b_impact__,[-0.22262442]
u,[0.56705857 0.16337422]
sigma,0.052419982512153726
ror,[0.00978645]
period,[14.42732666]
dur,[0.16827923]
b,[0.44892342]
rho_circ,[1.3684476]
