mean,-0.005017812796569477
u_quadlimbdark__,[-0.06636326  0.13395998]
sigma_log__,-2.7801527721436474
log_sigma_gp,-1.7950365462561495
log_rho_gp,0.18854207169781717
log_ror,[-4.25200696]
log_period,[1.98865713]
t0,[131.77786227]
log_dur,[-2.78023375]
b_impact__,[-0.4606759]
u,[ 0.74178109 -0.04650038]
sigma,0.06202903034552925
ror,[0.01423563]
period,[7.30571653]
dur,[0.06202401]
b,[0.3923322]
rho_circ,[15.29090169]
