mean,0.011527365177335264
u_quadlimbdark__,[0.30403712 0.32859992]
sigma_log__,-1.7615988912314668
log_sigma_gp,-1.3907823902171061
log_rho_gp,1.9296397537285037
log_ror,[-3.67913401]
log_period,[2.10180143]
t0,[176.69875125]
log_dur,[-2.13835385]
b_impact__,[0.26863528]
u,[ 0.88209405 -0.12352361]
sigma,0.17177000259402525
ror,[0.02524483]
period,[8.18089396]
dur,[0.11784868]
b,[0.58106554]
rho_circ,[1.84234921]
