mean,-0.3475781574228803
u_quadlimbdark__,[0.02702517 0.24481631]
sigma_log__,-0.9474117432320434
log_sigma_gp,2.4578821368151127
log_rho_gp,3.2394379632540327
log_ror,[-4.0801423]
log_period,[2.53168351]
t0,[142.35001457]
log_dur,[-2.1129982]
b_impact__,[-0.16285014]
u,[ 0.79857369 -0.08670581]
sigma,0.3877433050474322
ror,[0.01690506]
period,[12.57465795]
dur,[0.12087501]
b,[0.467143]
rho_circ,[3.20380316]
