mean,0.0028854666390089488
u_quadlimbdark__,[-0.50000706 -0.26923376]
sigma_log__,-2.8857242280041713
log_sigma_gp,-2.879751879315915
log_rho_gp,0.9475162784112761
log_ror,[-4.4668298]
log_period,[4.23245352]
t0,[160.30187613]
log_dur,[-1.38833439]
b_impact__,[0.18918311]
u,[0.53222381 0.08221822]
sigma,0.05581435257829144
ror,[0.01148366]
period,[68.88603858]
dur,[0.24949051]
b,[0.55343857]
rho_circ,[1.64256686]
