mean,-0.023885994449450797
u_quadlimbdark__,[-0.55862788 -0.69146634]
sigma_log__,-1.806678794148461
log_sigma_gp,-0.12086705389391722
log_rho_gp,2.024711630740922
log_ror,[-4.15901127]
log_period,[2.50720656]
t0,[137.57173339]
log_dur,[-2.02863953]
b_impact__,[-0.27741826]
u,[0.40259224 0.20061999]
sigma,0.16419856946551173
ror,[0.015623]
period,[12.27060489]
dur,[0.13151432]
b,[0.4378217]
rho_circ,[2.5352183]
