mean,-0.02075274425419349
u_quadlimbdark__,[-1.32582155 -0.15031628]
sigma_log__,-2.4890792161584874
log_sigma_gp,-0.6936546813592328
log_rho_gp,2.274389653691152
log_ror,[-4.13357402]
log_period,[2.57603908]
t0,[174.8466667]
log_dur,[-1.90954649]
b_impact__,[-0.44589509]
u,[0.42373046 0.03436491]
sigma,0.08298634389079816
ror,[0.0160255]
period,[13.14496874]
dur,[0.14814756]
b,[0.39659254]
rho_circ,[2.02074689]
