mean,-0.5230995621656357
u_quadlimbdark__,[0.21573691 0.052545  ]
sigma_log__,-0.9606773970415207
log_sigma_gp,2.2847546812859245
log_rho_gp,3.218795595009292
log_ror,[-3.3795303]
log_period,[1.02965898]
t0,[132.04870517]
log_dur,[-2.99053944]
b_impact__,[2.48523648]
u,[ 0.76367328 -0.0195456 ]
sigma,0.3826336032955079
ror,[0.03406345]
period,[2.80011078]
dur,[0.05026032]
b,[0.95454432]
rho_circ,[0.87081267]
