mean,-0.017899300576052265
u_quadlimbdark__,[-0.7572334  -0.51629767]
sigma_log__,-1.6710980833703164
log_sigma_gp,-0.02894438044895961
log_rho_gp,2.3989859068758044
log_ror,[-3.9821416]
log_period,[1.75507462]
t0,[135.57878062]
log_dur,[-2.82413891]
b_impact__,[-0.22899268]
u,[0.42231646 0.14270321]
sigma,0.1880404681178684
ror,[0.01864567]
period,[5.7838793]
dur,[0.05935975]
b,[0.45126073]
rho_circ,[12.86096609]
