mean,-0.7086372584306311
u_quadlimbdark__,[-1.27076869 -0.71581904]
sigma_log__,-1.8239333525299795
log_sigma_gp,3.290391553706396
log_rho_gp,3.6939860980290207
log_ror,[-4.06360768]
log_period,[1.47310202]
t0,[135.23055334]
log_dur,[-2.4052777]
b_impact__,[-0.22078604]
u,[0.30737354 0.1607351 ]
sigma,0.16138969826625246
ror,[0.0171869]
period,[4.36274748]
dur,[0.09024043]
b,[0.45267525]
rho_circ,[2.74766789]
