mean,0.003453968412355928
u_quadlimbdark__,[-0.30080217  0.47877042]
sigma_log__,-2.542879206109975
log_sigma_gp,-3.140291577623355
log_rho_gp,0.7283608397072454
log_ror,[-4.87329422]
log_period,[1.30850383]
t0,[133.16064713]
log_dur,[-1.49009989]
b_impact__,[-0.1265463]
u,[ 0.80540828 -0.15321092]
sigma,0.07863965375145712
ror,[0.00764813]
period,[3.70063278]
dur,[0.22535015]
b,[0.471988]
rho_circ,[0.14394634]
