mean,-0.014639299489978592
u_quadlimbdark__,[0.34276709 0.06046817]
sigma_log__,-2.8005350832547546
log_sigma_gp,-1.7466558570298933
log_rho_gp,-0.7593970791444447
log_ror,[-4.75424704]
log_period,[2.12484131]
t0,[137.68433124]
log_dur,[-1.719684]
b_impact__,[-0.11279989]
u,[ 0.78787792 -0.02311487]
sigma,0.06077753288282299
ror,[0.00861503]
period,[8.3715689]
dur,[0.17912274]
b,[0.47589472]
rho_circ,[0.6276086]
