mean,0.009557000541880604
u_quadlimbdark__,[0.13061615 0.25007944]
sigma_log__,-1.8788359455116608
log_sigma_gp,-2.301694138518751
log_rho_gp,2.0549905023502477
log_ror,[-4.44408361]
log_period,[1.49166254]
t0,[133.46374707]
log_dur,[-1.91994052]
b_impact__,[-0.17694608]
u,[ 0.82058109 -0.09078133]
sigma,0.15276783237603206
ror,[0.01174787]
period,[4.44447849]
dur,[0.14661568]
b,[0.46123414]
rho_circ,[0.63427231]
