mean,-0.004599561135358396
u_quadlimbdark__,[-0.22893657 -0.18225318]
sigma_log__,-2.764423547563715
log_sigma_gp,-1.5961433986212537
log_rho_gp,1.2802780809170662
log_ror,[-4.6190797]
log_period,[3.00514273]
t0,[142.192163]
log_dur,[-1.35126687]
b_impact__,[0.06961375]
u,[0.60510745 0.06048592]
sigma,0.0630124125393202
ror,[0.00986187]
period,[20.18909743]
dur,[0.25891204]
b,[0.52249891]
rho_circ,[0.45878317]
