mean,-1.0443491309723343
u_quadlimbdark__,[-0.78889934 -0.26166368]
sigma_log__,-1.0596124601052503
log_sigma_gp,2.8670330092738467
log_rho_gp,4.166505701714279
log_ror,[-3.73382073]
log_period,[1.84201135]
t0,[133.99716159]
log_dur,[-2.92577425]
b_impact__,[-0.19496968]
u,[0.48622035 0.07271172]
sigma,0.34659010179829813
ror,[0.02390134]
period,[6.30921557]
dur,[0.05362316]
b,[0.46220074]
rho_circ,[19.05067793]
