mean,0.0019675588332011724
u_quadlimbdark__,[-1.21983263  0.45627745]
sigma_log__,-3.015572622967977
log_sigma_gp,-2.204779629793078
log_rho_gp,1.201220363645143
log_ror,[-5.32018601]
log_period,[4.12085424]
t0,[133.88293536]
log_dur,[1.36958041]
b_impact__,[-0.07266084]
u,[ 0.58453311 -0.10707536]
sigma,0.04901775875459137
ror,[0.00489184]
period,[61.61185104]
dur,[3.93369981]
b,[0.48419988]
rho_circ,[0.00043795]
