mean,-0.006379296708559882
u_quadlimbdark__,[-0.13239934 -0.5392327 ]
sigma_log__,-2.309142061972916
log_sigma_gp,-1.1696144104164008
log_rho_gp,2.2589512225461497
log_ror,[-4.13498828]
log_period,[2.10191563]
t0,[134.81422335]
log_dur,[-2.26168684]
b_impact__,[-0.29021778]
u,[0.50343581 0.17990044]
sigma,0.09934644810342616
ror,[0.01600285]
period,[8.18182828]
dur,[0.10417461]
b,[0.43479898]
rho_circ,[3.42325201]
