mean,0.011230203147416662
u_quadlimbdark__,[-0.92333842 -0.42420283]
sigma_log__,-2.114137647800798
log_sigma_gp,-2.840075036281366
log_rho_gp,1.3433708530957809
log_ror,[-4.65222588]
log_period,[2.17740729]
t0,[136.892284]
log_dur,[-1.27868457]
b_impact__,[0.14645816]
u,[0.42175559 0.11142183]
sigma,0.12073736280314994
ror,[0.00954034]
period,[8.82340009]
dur,[0.27840328]
b,[0.54166809]
rho_circ,[0.15592149]
