mean,-0.012803197417209396
u_quadlimbdark__,[-1.34697872  0.34853609]
sigma_log__,-2.977708864088813
log_sigma_gp,-1.1167844393253437
log_rho_gp,1.9392447670059294
log_ror,[-4.1380954]
log_period,[1.67099143]
t0,[171.87596524]
log_dur,[-2.12569113]
b_impact__,[-0.54171395]
u,[ 0.53264751 -0.07837364]
sigma,0.050909340565975764
ror,[0.01595321]
period,[5.31743707]
dur,[0.11935045]
b,[0.37365638]
rho_circ,[1.61490442]
