mean,-0.12160931496358322
u_quadlimbdark__,[-0.03470376  0.09067718]
sigma_log__,-1.051878576381216
log_sigma_gp,1.0681716887110264
log_rho_gp,2.518738628975589
log_ror,[-4.18867612]
log_period,[2.24694658]
t0,[136.81647063]
log_dur,[-1.86573972]
b_impact__,[-0.10852122]
u,[ 0.73270388 -0.03175813]
sigma,0.34928098140807384
ror,[0.01516635]
period,[9.45881003]
dur,[0.15478167]
b,[0.4800684]
rho_circ,[1.11647607]
