mean,-0.47609766244072815
u_quadlimbdark__,[-0.30021091 -0.03905879]
sigma_log__,-1.2091054326084707
log_sigma_gp,2.295359816287477
log_rho_gp,3.2446551041058442
log_ror,[-3.46362982]
log_period,[1.80340735]
t0,[135.30947189]
log_dur,[-4.96871298]
b_impact__,[-0.21885351]
u,[0.63957059 0.01273756]
sigma,0.29846415634420326
ror,[0.03131588]
period,[6.07029586]
dur,[0.00695209]
b,[0.45945531]
rho_circ,[8675.78274434]
