mean,0.004132383424049476
u_quadlimbdark__,[-0.05063597 -1.031483  ]
sigma_log__,-2.8956227418129297
log_sigma_gp,-1.284221494508651
log_rho_gp,0.1603697583428617
log_ror,[-4.90171683]
log_period,[1.91260214]
t0,[133.34733236]
log_dur,[-1.38935118]
b_impact__,[-0.41961838]
u,[0.36691678 0.33118329]
sigma,0.05526459880000982
ror,[0.00743381]
period,[6.77068415]
dur,[0.24923696]
b,[0.39955638]
rho_circ,[0.21323895]
