mean,0.3706621526104019
u_quadlimbdark__,[-0.62773555 -0.53740609]
sigma_log__,-1.5245576907569722
log_sigma_gp,3.0641722877265902
log_rho_gp,2.905474194597227
log_ror,[-4.38127682]
log_period,[2.52549292]
t0,[140.89813149]
log_dur,[-1.82521995]
b_impact__,[-0.03669704]
u,[0.43512621 0.15480952]
sigma,0.21771733396071682
ror,[0.01250938]
period,[12.49705381]
dur,[0.16118219]
b,[0.49696671]
rho_circ,[1.25192055]
