mean,0.012315082424929917
u_quadlimbdark__,[ 0.11145986 -0.05206537]
sigma_log__,-1.7073044017389725
log_sigma_gp,-0.9215976600381482
log_rho_gp,2.1794788029765244
log_ror,[-4.00547778]
log_period,[0.93184302]
t0,[169.67471789]
log_dur,[-2.26554955]
b_impact__,[-0.01368731]
u,[0.70761425 0.01890908]
sigma,0.1813539918320428
ror,[0.01821558]
period,[2.53918464]
dur,[0.10377299]
b,[0.50562369]
rho_circ,[0.97266587]
