mean,-0.0695214620960246
u_quadlimbdark__,[ 0.36156841 -0.14045376]
sigma_log__,-1.8189122664824373
log_sigma_gp,-0.07884464811860334
log_rho_gp,1.7091742826173089
log_ror,[-3.80487686]
log_period,[2.084597]
t0,[143.03836332]
log_dur,[-2.19879832]
b_impact__,[-0.21295323]
u,[0.71390965 0.05382731]
sigma,0.16220208766017732
ror,[0.02226194]
period,[8.0413502]
dur,[0.11093639]
b,[0.45691222]
rho_circ,[2.75240978]
