mean,-0.006746909228159277
u_quadlimbdark__,[-1.09752963 -0.38220305]
sigma_log__,-2.388452536168527
log_sigma_gp,-2.0043825658760754
log_rho_gp,-0.5551616773838979
log_ror,[-4.75039183]
log_period,[1.73486222]
t0,[131.88943672]
log_dur,[-1.58343132]
b_impact__,[-0.0408029]
u,[0.40576034 0.09444267]
sigma,0.09177158726605793
ror,[0.00864831]
period,[5.66814681]
dur,[0.20526954]
b,[0.49403664]
rho_circ,[0.27531744]
