mean,0.00017176772597929667
u_quadlimbdark__,[-0.30079214 -0.30667466]
sigma_log__,-3.2081170356251874
log_sigma_gp,-1.970222214683911
log_rho_gp,1.273856157929369
log_ror,[-4.69127559]
log_period,[2.57652826]
t0,[144.16224136]
log_dur,[-1.49275497]
b_impact__,[-0.0898263]
u,[0.55296924 0.09923   ]
sigma,0.0404326749253288
ror,[0.00917498]
period,[13.15140054]
dur,[0.22475262]
b,[0.4819401]
rho_circ,[0.49396817]
