mean,-0.009606868964837536
u_quadlimbdark__,[-0.8491528  -0.16869532]
sigma_log__,-1.888961741189681
log_sigma_gp,-1.3275447665485935
log_rho_gp,-0.8106816044995153
log_ror,[-4.47716224]
log_period,[2.26356611]
t0,[142.47403924]
log_dur,[-1.776775]
b_impact__,[0.01049248]
u,[0.50130703 0.04605994]
sigma,0.15122874192737062
ror,[0.01136562]
period,[9.61732448]
dur,[0.16918288]
b,[0.50833572]
rho_circ,[0.8123369]
