mean,0.009332310720241287
u_quadlimbdark__,[-1.07893135 -0.65715237]
sigma_log__,-2.098400297071589
log_sigma_gp,-1.9384031086335745
log_rho_gp,1.427785121095521
log_ror,[-4.11820388]
log_period,[2.0807408]
t0,[135.31710078]
log_dur,[-1.74235966]
b_impact__,[0.12559709]
u,[0.34390214 0.15979251]
sigma,0.12265247892947301
ror,[0.01627372]
period,[8.0104008]
dur,[0.17510672]
b,[0.54000523]
rho_circ,[0.58381202]
