mean,0.011015496859198776
u_quadlimbdark__,[0.165291   0.33084535]
sigma_log__,-1.5928568544080939
log_sigma_gp,-1.142822672714419
log_rho_gp,2.087506220440401
log_ror,[-3.83298401]
log_period,[2.27859497]
t0,[139.15681733]
log_dur,[-2.03056168]
b_impact__,[-0.02808574]
u,[ 0.85628315 -0.12060052]
sigma,0.20334385734088015
ror,[0.02164493]
period,[9.7629535]
dur,[0.13126177]
b,[0.50364952]
rho_circ,[1.8528248]
