mean,0.04594474241781044
u_quadlimbdark__,[-1.08889249 -0.65427068]
sigma_log__,-1.0053651262501562
log_sigma_gp,1.52241903997926
log_rho_gp,2.8218709027121642
log_ror,[-3.58711375]
log_period,[2.48106888]
t0,[140.26057706]
log_dur,[-2.24225903]
b_impact__,[0.04452996]
u,[0.34327521 0.15854835]
sigma,0.3659110066961691
ror,[0.0276781]
period,[11.95403497]
dur,[0.10621828]
b,[0.52527778]
rho_circ,[4.1972728]
