mean,0.00032246222583432854
u_quadlimbdark__,[0.14159454 0.40049227]
sigma_log__,-2.5173553878848276
log_sigma_gp,-1.9391071353438845
log_rho_gp,1.7434130414375917
log_ror,[-4.77744076]
log_period,[2.67531011]
t0,[137.5549602]
log_dur,[-1.40968733]
b_impact__,[-0.12813185]
u,[ 0.87625554 -0.14458648]
sigma,0.08067267281469137
ror,[0.00841751]
period,[14.51685096]
dur,[0.24421963]
b,[0.47195028]
rho_circ,[0.43142424]
