mean,-0.29240519165641626
u_quadlimbdark__,[-0.15527413 -0.57122426]
sigma_log__,-1.649973817102869
log_sigma_gp,1.6295050535733757
log_rho_gp,2.4664041825497804
log_ror,[-3.73228857]
log_period,[2.9407791]
t0,[143.24909631]
log_dur,[-1.98097926]
b_impact__,[-0.22197664]
u,[0.49029207 0.18886864]
sigma,0.19205493710958546
ror,[0.02393799]
period,[18.93058942]
dur,[0.1379341]
b,[0.45537859]
rho_circ,[3.39618153]
