mean,0.01045165857716636
u_quadlimbdark__,[-0.67085868 -0.00681082]
sigma_log__,-1.820263313871265
log_sigma_gp,-1.6375620764637222
log_rho_gp,1.8064305693143308
log_ror,[-4.08043363]
log_period,[1.46775031]
t0,[132.80274764]
log_dur,[-2.35368007]
b_impact__,[-0.32664826]
u,[0.57965886 0.00198071]
sigma,0.16198309292262728
ror,[0.01690014]
period,[4.33946172]
dur,[0.09501884]
b,[0.42613849]
rho_circ,[2.43844705]
