mean,0.0033184245798673377
u_quadlimbdark__,[-1.54388289 -0.47785217]
sigma_log__,-1.8758514376136282
log_sigma_gp,-0.7332220456784767
log_rho_gp,2.2941401881139947
log_ror,[-4.04931278]
log_period,[2.5604192]
t0,[139.89802035]
log_dur,[-1.65401376]
b_impact__,[0.21139626]
u,[0.3211272 0.0983624]
sigma,0.1532244502291827
ror,[0.01743435]
period,[12.94124115]
dur,[0.19128061]
b,[0.56228828]
rho_circ,[0.68949959]
