mean,0.018326205887002445
u_quadlimbdark__,[ 0.14398761 -0.79806031]
sigma_log__,-2.1278942995851757
log_sigma_gp,-2.3604045370736486
log_rho_gp,1.7758844726117662
log_ror,[-4.1109989]
log_period,[0.61404537]
t0,[132.19961522]
log_dur,[-2.51765897]
b_impact__,[-0.54016879]
u,[0.45453203 0.27754368]
sigma,0.11908779323714144
ror,[0.01639139]
period,[1.8478917]
dur,[0.08064819]
b,[0.37418278]
rho_circ,[1.83897742]
