mean,-0.0023717114042450327
u_quadlimbdark__,[-0.06479359  0.14787571]
sigma_log__,-1.2985294924483324
log_sigma_gp,-0.07319088596603128
log_rho_gp,2.600179126787625
log_ror,[-3.79818765]
log_period,[0.96050657]
t0,[133.1132224]
log_dur,[-2.56417377]
b_impact__,[-0.1309289]
u,[ 0.74689744 -0.05133489]
sigma,0.2729328478985723
ror,[0.02241135]
period,[2.61301981]
dur,[0.07698276]
b,[0.4777876]
rho_circ,[2.60095191]
